,QuoteNumber,Original_Quote_Date,QuoteConversion_Flag,Field6,Field7,Field8,Field9,Field10,Field11,Field12,CoverageField1A,CoverageField1B,CoverageField2A,CoverageField2B,CoverageField3A,CoverageField3B,CoverageField4A,CoverageField4B,CoverageField5A,CoverageField5B,CoverageField6A,CoverageField6B,CoverageField8,CoverageField9,CoverageField11A,CoverageField11B,SalesField1A,SalesField1B,SalesField2A,SalesField2B,SalesField3,SalesField4,SalesField5,SalesField6,SalesField7,SalesField8,SalesField9,SalesField10,SalesField11,SalesField12,SalesField13,SalesField14,SalesField15,PersonalField1,PersonalField2,PersonalField4A,PersonalField4B,PersonalField5,PersonalField6,PersonalField7,PersonalField8,PersonalField9,PersonalField10A,PersonalField10B,PersonalField11,PersonalField12,PersonalField13,PersonalField14,PersonalField15,PersonalField16,PersonalField17,PersonalField18,PersonalField19,PersonalField22,PersonalField23,PersonalField24,PersonalField25,PersonalField26,PersonalField27,PersonalField28,PersonalField29,PersonalField30,PersonalField31,PersonalField32,PersonalField33,PersonalField34,PersonalField35,PersonalField36,PersonalField37,PersonalField38,PersonalField39,PersonalField40,PersonalField41,PersonalField42,PersonalField43,PersonalField44,PersonalField45,PersonalField46,PersonalField47,PersonalField48,PersonalField49,PersonalField50,PersonalField51,PersonalField52,PersonalField53,PersonalField54,PersonalField55,PersonalField56,PersonalField57,PersonalField58,PersonalField59,PersonalField60,PersonalField61,PersonalField62,PersonalField63,PersonalField64,PersonalField65,PersonalField66,PersonalField67,PersonalField68,PersonalField69,PersonalField70,PersonalField71,PersonalField72,PersonalField73,PersonalField74,PersonalField75,PersonalField76,PersonalField77,PersonalField78,PersonalField79,PersonalField80,PersonalField81,PersonalField82,PersonalField83,PersonalField84,PropertyField1A,PropertyField1B,PropertyField2A,PropertyField2B,PropertyField3,PropertyField4,PropertyField5,PropertyField6,PropertyField7,PropertyField8,PropertyField9,PropertyField10,PropertyField11A,PropertyField11B,PropertyField12,PropertyField13,PropertyField14,PropertyField15,PropertyField16A,PropertyField16B,PropertyField17,PropertyField18,PropertyField19,PropertyField20,PropertyField21A,PropertyField21B,PropertyField22,PropertyField23,PropertyField24A,PropertyField24B,PropertyField25,PropertyField26A,PropertyField26B,PropertyField27,PropertyField28,PropertyField29,PropertyField30,PropertyField31,PropertyField32,PropertyField33,PropertyField34,PropertyField35,PropertyField36,PropertyField37,PropertyField38,PropertyField39A,PropertyField39B,GeographicField1A,GeographicField1B,GeographicField2A,GeographicField2B,GeographicField3A,GeographicField3B,GeographicField4A,GeographicField4B,GeographicField5A,GeographicField5B,GeographicField6A,GeographicField6B,GeographicField7A,GeographicField7B,GeographicField8A,GeographicField8B,GeographicField9A,GeographicField9B,GeographicField10A,GeographicField10B,GeographicField11A,GeographicField11B,GeographicField12A,GeographicField12B,GeographicField13A,GeographicField13B,GeographicField14A,GeographicField14B,GeographicField15A,GeographicField15B,GeographicField16A,GeographicField16B,GeographicField17A,GeographicField17B,GeographicField18A,GeographicField18B,GeographicField19A,GeographicField19B,GeographicField20A,GeographicField20B,GeographicField21A,GeographicField21B,GeographicField22A,GeographicField22B,GeographicField23A,GeographicField23B,GeographicField24A,GeographicField24B,GeographicField25A,GeographicField25B,GeographicField26A,GeographicField26B,GeographicField27A,GeographicField27B,GeographicField28A,GeographicField28B,GeographicField29A,GeographicField29B,GeographicField30A,GeographicField30B,GeographicField31A,GeographicField31B,GeographicField32A,GeographicField32B,GeographicField33A,GeographicField33B,GeographicField34A,GeographicField34B,GeographicField35A,GeographicField35B,GeographicField36A,GeographicField36B,GeographicField37A,GeographicField37B,GeographicField38A,GeographicField38B,GeographicField39A,GeographicField39B,GeographicField40A,GeographicField40B,GeographicField41A,GeographicField41B,GeographicField42A,GeographicField42B,GeographicField43A,GeographicField43B,GeographicField44A,GeographicField44B,GeographicField45A,GeographicField45B,GeographicField46A,GeographicField46B,GeographicField47A,GeographicField47B,GeographicField48A,GeographicField48B,GeographicField49A,GeographicField49B,GeographicField50A,GeographicField50B,GeographicField51A,GeographicField51B,GeographicField52A,GeographicField52B,GeographicField53A,GeographicField53B,GeographicField54A,GeographicField54B,GeographicField55A,GeographicField55B,GeographicField56A,GeographicField56B,GeographicField57A,GeographicField57B,GeographicField58A,GeographicField58B,GeographicField59A,GeographicField59B,GeographicField60A,GeographicField60B,GeographicField61A,GeographicField61B,GeographicField62A,GeographicField62B,GeographicField63,GeographicField64
91317,152147,2014-09-01,0,J,26,0.8928,0.0004,"1,113",1.2665,N,25,25,25,25,25,25,25,25,13,22,13,23,Y,G,2,3,15,24,4,15,1,5,5,11,K,22094,1,0,0,0,0,0,0,1,1,10,13,6,1,N,1,3,-1,-1,0,5,2,5,9,ZK,YH,ZW,ZW,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,2,2,-1,5,N,N,Y,0,Q,1,0,1,-1,21,4,3,C,1,13,22,2,4,0,0,25,25,2,1,25,25,2.0,18,23,4,B,,N,M,N,F,N,0,N,Y,N,7,6,2,3,9,7,21,23,25,25,-1,14,23,24,23,23,23,24,25,25,-1,25,24,24,23,23,24,24,-1,24,23,22,21,24,2,6,-1,7,10,12,5,13,-1,16,-1,15,-1,21,14,9,12,8,6,5,16,12,2,2,2,1,4,3,13,20,5,5,8,11,4,2,4,5,3,2,2,2,5,4,5,7,17,23,16,14,16,21,12,20,11,11,9,11,14,16,13,21,15,13,18,15,14,10,25,25,25,25,20,18,23,24,4,7,-1,11,17,20,4,3,7,6,-1,23,-1,2,-1,13,N,TX
212569,354363,2013-02-06,0,B,23,0.9403,0.0006,965,1.02,N,6,8,6,8,5,7,5,8,13,22,13,23,Y,E,10,19,3,7,4,11,0,1,2,14,T,30982,0,0,1,1,0,0,0,1,1,6,7,7,0,N,1,2,7,16,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,14,19,-1,18,N,N,Y,0,D,0,0,1,-1,21,2,2,C,1,8,16,1,2,0,0,7,10,2,1,4,4,1.0,9,12,10,B,0.0,N,O,Y,H,N,2,N,N,N,6,4,12,22,17,18,6,5,11,9,-1,13,2,6,4,6,2,6,2,8,-1,25,2,4,3,5,2,5,-1,7,6,6,2,6,25,25,-1,25,9,11,15,19,-1,8,-1,15,-1,7,17,16,19,22,16,19,21,20,21,24,15,22,11,20,6,7,5,7,9,13,16,21,5,6,12,19,2,4,6,8,6,11,2,5,14,11,9,10,2,1,9,6,21,23,9,4,9,18,15,13,19,17,14,10,12,10,11,10,12,6,14,14,14,21,-1,20,24,25,14,18,14,17,-1,5,-1,23,-1,10,N,CA
50753,84413,2013-10-23,0,B,23,0.9403,0.0006,965,1.02,N,1,1,1,1,3,2,1,1,25,25,13,23,T,J,10,19,2,3,7,19,1,3,4,7,T,42726,0,0,0,0,0,0,0,0,0,2,2,7,0,N,1,1,1,1,0,4,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,9,13,-1,10,N,N,Y,0,D,1,0,1,-1,21,4,1,C,4,1,1,0,1,0,0,1,1,3,1,2,2,1.0,7,8,15,A,,N,O,Y,H,N,2,N,N,N,20,23,11,21,13,11,5,4,13,12,-1,13,2,2,8,10,2,9,2,7,-1,25,2,2,6,9,2,8,-1,7,11,17,3,9,2,17,-1,12,4,8,5,16,-1,12,-1,15,-1,9,16,14,24,24,21,23,24,24,12,19,14,21,4,4,14,21,1,1,4,3,6,5,4,5,8,9,14,23,5,5,11,21,8,12,19,18,4,3,3,4,10,9,25,25,10,11,6,10,8,5,16,12,11,6,5,3,4,3,11,5,18,19,18,24,-1,23,1,1,6,5,9,9,-1,5,-1,22,-1,16,N,CA
121620,202510,2014-06-06,0,E,14,0.9392,0.0006,"1,487",1.3045,N,5,6,5,6,4,5,4,6,13,22,1,6,X,F,25,25,4,13,6,18,1,3,4,11,V,12568,0,0,1,1,0,0,0,1,1,7,8,7,0,N,1,2,23,24,0,1,2,4,15,YH,YF,ZT,ZQ,1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,14,18,-1,6,N,N,Y,0,N,1,0,1,-1,23,1,0,B,4,4,9,0,1,1,0,5,6,2,1,6,8,2.0,4,4,15,A,,N,K,Y,E,Y,2,N,N,N,15,18,7,15,14,14,7,7,11,9,-1,13,9,17,11,16,9,17,18,21,-1,25,9,17,12,16,9,17,-1,18,9,8,7,16,2,9,-1,9,17,16,3,8,-1,23,-1,24,-1,14,16,15,17,17,10,13,21,20,11,18,11,17,16,24,13,21,10,17,11,17,19,23,9,16,17,23,5,12,18,24,6,12,25,25,17,15,25,25,14,22,21,23,9,11,19,20,6,8,16,14,18,14,13,9,10,8,9,7,13,7,12,10,10,18,-1,14,5,3,16,21,7,7,-1,5,-1,17,-1,11,N,IL
107509,179175,2013-07-22,1,B,24,0.9403,0.0006,965,1.02,N,5,6,5,6,4,5,4,6,13,22,1,6,Y,E,11,21,2,5,4,12,0,4,3,17,T,2821,0,1,1,1,1,1,1,1,1,7,8,7,0,N,1,2,17,22,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,10,14,-1,4,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,9,18,0,2,0,0,5,6,2,1,5,5,1.0,10,14,10,B,,N,N,Y,G,Y,2,N,N,N,11,12,7,14,21,22,19,21,14,15,-1,13,2,9,8,9,2,9,2,4,-1,25,2,9,5,8,2,9,-1,10,10,15,3,9,2,18,-1,15,2,4,3,8,-1,4,-1,15,-1,1,15,13,16,14,16,21,15,10,9,16,7,9,11,20,14,21,17,23,16,22,12,15,12,21,10,16,14,23,14,21,8,15,4,9,2,1,6,4,8,7,12,13,2,1,10,9,8,16,21,22,22,22,20,20,21,23,22,24,23,23,14,13,3,4,-1,4,11,9,14,18,19,23,-1,13,-1,22,-1,8,N,CA
145966,243011,2014-02-24,1,B,25,0.9403,0.0007,935,1.02,N,16,23,16,23,14,21,15,22,1,2,1,6,X,K,12,21,4,13,2,2,1,5,4,11,K,26709,0,0,0,0,0,0,0,1,1,19,23,6,1,Y,1,2,5,9,0,1,2,1,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,4,6,-1,18,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,6,13,1,3,0,0,16,23,2,2,13,19,1.0,21,24,10,B,,N,N,Y,G,Y,2,N,N,N,5,4,2,3,4,2,9,10,16,17,-1,13,2,8,2,3,2,4,2,6,-1,25,2,8,2,4,2,4,-1,7,3,3,2,3,10,21,-1,13,2,2,2,4,-1,4,-1,15,-1,5,13,8,16,15,16,20,15,11,13,21,11,16,8,13,9,14,17,23,10,16,13,16,6,8,5,4,12,22,10,16,2,2,3,5,2,3,8,9,8,7,11,10,2,2,10,10,21,23,6,4,11,4,9,4,17,18,14,13,2,1,23,24,24,25,-1,24,16,18,12,15,8,7,-1,20,-1,20,-1,24,N,CA
191844,319803,2013-04-12,1,B,19,0.9403,0.0006,965,1.02,N,13,21,14,21,18,23,13,20,1,2,1,6,Y,D,5,10,4,11,2,3,0,5,5,15,V,53141,0,0,2,2,0,2,2,1,1,7,10,6,1,N,1,2,5,5,0,2,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,1.0,11,15,-1,20,N,N,Y,0,O,1,0,1,-1,21,4,2,C,1,13,21,1,3,0,0,14,21,2,4,12,18,2.0,8,11,6,B,,N,K,Y,G,Y,1,N,N,N,7,6,8,16,21,22,20,22,9,7,-1,13,2,3,4,5,2,5,2,2,-1,25,2,6,3,6,2,6,-1,7,5,5,2,5,12,22,-1,14,2,1,2,2,-1,7,-1,15,-1,3,15,11,19,20,20,22,17,16,11,19,19,24,9,15,21,24,11,18,22,25,8,7,13,22,16,23,8,18,10,16,6,11,3,6,2,4,4,3,10,11,13,13,3,5,10,9,22,24,22,22,21,21,20,20,14,14,14,15,20,18,6,3,5,9,-1,7,1,1,8,7,21,24,-1,17,-1,2,-1,18,N,CA
10280,17025,2013-02-05,0,B,23,0.9403,0.0006,965,1.02,N,11,18,11,19,10,17,11,18,13,22,13,23,T,J,3,3,7,19,5,16,0,5,5,23,P,12021,0,0,2,2,0,0,0,1,1,14,19,7,0,N,1,2,5,8,1,1,2,5,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,20,23,-1,10,N,N,Y,0,O,1,0,1,-1,21,3,2,A,1,13,22,1,2,0,0,11,18,2,1,8,12,1.0,15,20,4,B,,Y,O,Y,E,Y,1,Y,N,N,5,4,10,20,18,18,13,15,6,4,-1,13,2,2,2,3,2,3,1,2,-1,25,2,5,2,4,2,3,-1,7,3,3,2,3,18,24,25,25,1,1,1,1,-1,11,-1,15,-1,3,15,11,19,20,20,22,17,16,5,6,21,24,11,20,14,21,5,6,15,22,6,4,22,25,13,21,6,14,10,17,7,13,2,3,3,5,6,4,9,9,14,15,2,3,9,5,21,24,18,17,18,16,17,15,15,15,14,15,17,12,18,20,5,11,-1,16,5,2,9,10,14,18,-1,16,-1,18,-1,16,N,CA
256503,427387,2014-02-02,0,F,11,0.9685,0.004,548,1.1886,N,7,12,7,12,6,10,7,11,13,22,13,23,T,E,4,7,3,9,3,10,1,5,5,7,M,56106,1,0,0,0,0,0,0,1,1,6,7,7,0,N,1,3,-1,-1,0,5,2,5,6,XJ,XV,YG,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,4,-1,13,N,N,Y,0,R,1,0,1,-1,23,1,2,C,4,6,12,0,2,1,0,7,12,2,1,9,13,2.0,6,7,19,B,,N,O,Y,E,Y,1,N,Y,N,13,16,4,7,13,11,3,2,7,4,-1,19,4,10,10,16,5,11,6,13,-1,25,4,10,10,16,5,10,-1,11,11,18,5,13,2,11,-1,11,23,24,22,24,-1,16,-1,20,-1,17,21,22,18,19,13,17,22,21,3,3,10,15,7,9,3,2,12,19,9,14,8,7,6,9,7,8,6,13,11,17,9,17,9,14,23,20,15,21,12,20,18,19,9,10,14,16,6,7,13,10,7,2,7,3,13,12,12,11,13,8,14,13,7,15,-1,17,17,20,10,11,6,4,-1,2,-1,16,-1,18,Y,NJ
51329,85406,2013-04-04,0,B,19,0.9403,0.0006,965,1.02,N,12,20,13,20,11,18,12,19,13,22,1,6,T,J,2,3,5,15,3,10,1,4,3,15,Q,41861,0,0,0,0,0,0,0,0,0,14,18,7,0,N,1,2,5,5,0,2,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,4,6,-1,18,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,17,24,0,2,1,0,13,20,2,2,13,18,2.0,8,11,4,B,,N,M,Y,F,Y,2,N,N,N,9,9,5,11,20,21,22,24,20,22,-1,13,2,9,8,9,2,9,2,4,-1,25,2,9,5,8,2,9,-1,10,10,15,3,9,3,19,-1,18,7,9,10,18,-1,4,-1,15,-1,1,15,13,16,14,16,21,15,10,10,17,13,20,5,4,6,6,23,25,21,24,8,7,10,17,2,2,15,23,12,19,15,23,3,8,2,2,1,1,7,6,3,1,2,2,11,12,21,24,22,23,23,23,21,21,18,20,19,21,23,23,22,24,3,5,-1,6,13,12,4,2,9,10,25,25,-1,4,-1,18,N,CA
176058,293358,2013-08-23,1,B,24,0.9403,0.0006,965,1.02,N,5,8,6,8,5,7,5,7,13,22,13,23,Y,E,10,19,2,2,3,6,1,3,4,4,V,35415,0,2,2,2,1,1,1,1,1,14,19,7,0,N,1,2,5,6,0,2,1,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,15,20,-1,9,N,N,Y,0,R,1,0,1,-1,21,2,2,C,4,4,7,1,2,1,0,5,8,2,1,7,10,1.0,13,19,10,B,,N,O,Y,H,Y,2,N,N,N,14,18,6,13,12,10,11,12,6,3,-1,13,2,4,8,10,2,10,1,1,-1,25,2,7,6,10,2,10,-1,7,11,18,3,10,2,17,-1,13,2,3,2,4,-1,9,-1,15,-1,9,22,23,25,25,25,25,24,23,25,25,9,13,10,18,15,22,15,22,8,12,25,25,5,7,12,18,2,3,12,19,10,20,3,9,1,1,8,9,1,1,6,2,9,9,14,16,1,1,10,7,12,5,13,9,7,5,7,5,17,13,13,12,9,17,-1,12,25,25,10,11,15,19,-1,12,-1,22,-1,19,N,CA
10705,17757,2014-01-27,0,E,23,0.9472,0.0006,"1,487",1.3045,N,7,11,7,11,6,9,6,10,13,22,13,23,T,F,4,7,5,15,5,17,0,5,5,7,P,50156,0,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,3,-1,-1,0,5,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,15,20,-1,15,N,N,Y,0,D,0,0,1,-1,21,1,1,A,5,4,6,0,2,0,0,7,11,2,1,9,13,7.0,1,1,17,B,0.0,N,O,Y,G,N,2,N,Y,N,14,17,4,9,15,15,20,22,10,8,-1,13,10,18,11,17,10,18,17,20,-1,25,9,17,13,17,9,17,-1,22,9,12,11,21,2,7,-1,11,18,17,5,14,-1,23,25,25,-1,16,1,1,1,1,1,1,2,1,7,10,9,12,9,15,9,14,9,15,11,18,18,23,9,15,14,21,3,6,12,20,3,3,12,21,18,16,19,23,11,17,25,25,8,8,17,18,6,7,15,14,16,12,13,9,15,16,15,16,18,13,14,14,4,7,-1,7,15,16,10,10,12,14,-1,17,-1,15,-1,24,N,IL
161798,269429,2013-02-23,0,F,3,0.9023,0.0038,564,1.067,N,9,15,9,15,8,13,8,15,13,22,13,23,T,E,3,5,3,10,3,8,1,5,5,23,R,6618,1,0,2,2,0,0,0,1,1,15,20,7,0,N,1,2,7,14,0,1,2,3,1,XD,XS,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,7,10,-1,23,N,N,Y,0,R,1,0,1,-1,21,4,2,C,4,7,15,1,2,1,0,9,15,2,1,13,19,2.0,8,11,4,B,,N,O,Y,H,Y,1,N,N,N,15,18,5,11,17,18,20,22,12,11,-1,16,4,14,10,15,5,14,6,14,-1,25,4,12,9,13,5,12,-1,15,11,18,6,15,2,14,-1,19,22,22,22,23,-1,17,-1,17,-1,16,15,11,11,7,6,7,13,7,3,2,6,7,4,4,8,11,13,20,10,15,6,5,7,11,3,2,5,12,5,6,15,23,25,25,25,25,12,14,11,17,14,15,9,9,20,21,6,8,21,21,17,13,17,16,20,22,20,22,20,19,12,10,3,4,-1,4,17,19,7,6,11,12,-1,21,-1,12,-1,8,N,NJ
132527,220537,2013-05-28,0,B,25,0.9403,0.0006,965,1.02,N,4,5,4,5,4,4,4,5,1,2,1,6,Y,E,12,21,2,3,3,10,1,1,2,15,R,1571,1,0,0,0,0,0,0,0,0,5,5,6,1,N,1,2,25,25,0,1,2,5,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,24,25,-1,12,N,N,Y,0,O,0,0,1,-1,21,2,1,A,4,4,8,1,1,1,0,4,5,2,1,6,8,1.0,12,18,10,B,,N,O,Y,H,Y,2,N,N,N,16,20,6,13,11,9,1,1,24,25,-1,13,2,4,2,2,1,1,2,3,-1,25,2,6,1,1,2,2,-1,7,1,2,1,2,17,24,-1,22,2,3,3,5,-1,7,-1,15,-1,4,18,18,23,24,22,24,22,22,5,7,11,16,12,21,7,8,4,3,6,7,10,12,8,13,12,19,6,14,9,14,12,21,3,7,2,4,7,8,9,8,14,16,2,4,10,9,21,23,8,5,9,3,14,10,3,2,3,2,11,5,17,18,21,24,-1,22,18,21,13,17,1,1,-1,2,25,25,-1,8,N,CA
204368,340622,2013-03-17,0,F,15,0.8945,0.0038,564,1.067,N,20,24,20,24,18,23,19,24,13,22,1,6,T,J,1,1,4,12,1,1,1,4,3,14,M,3929,1,0,0,0,0,0,0,0,0,11,15,6,1,N,1,2,12,20,0,1,2,6,5,XR,YY,ZL,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,3,-1,10,N,N,Y,0,I,1,0,1,25,25,3,3,C,4,16,23,0,3,1,0,20,24,2,1,23,25,2.0,15,21,4,B,,N,O,Y,H,N,2,N,N,N,10,11,2,3,22,23,19,22,14,15,-1,15,4,13,9,13,5,13,5,12,-1,25,4,15,8,13,5,14,-1,13,9,11,5,12,2,11,-1,14,22,22,18,20,-1,22,-1,22,-1,15,10,3,8,3,5,3,10,3,5,7,17,23,9,15,12,18,8,14,14,21,15,19,13,22,7,8,9,19,13,21,13,22,12,20,24,23,11,13,11,16,14,15,12,21,13,15,6,9,24,24,22,23,24,24,17,18,17,19,21,20,7,4,3,4,-1,3,15,16,11,13,17,21,-1,23,-1,22,-1,8,N,NJ
223313,372255,2014-12-06,0,B,25,0.9153,0.0007,935,1.02,N,23,25,24,25,25,25,22,25,13,22,1,6,X,K,8,17,4,12,1,1,1,4,3,20,Q,50694,0,0,1,1,0,0,0,1,1,5,6,6,1,N,1,2,21,24,0,1,2,6,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,13,18,-1,13,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,13,22,2,3,1,0,24,25,2,2,22,25,1.5,21,24,6,B,,N,K,Y,E,N,2,N,N,N,7,6,13,23,13,11,1,1,15,17,-1,13,2,5,3,4,2,4,2,5,-1,25,2,5,2,4,2,4,-1,8,4,4,2,4,19,24,-1,12,3,5,4,11,-1,11,-1,15,-1,4,17,15,14,12,13,17,14,9,5,5,8,9,7,10,1,1,7,10,10,15,8,8,1,1,7,9,4,7,6,8,16,24,2,3,3,5,7,8,9,8,15,16,3,5,11,12,25,25,12,9,19,17,16,13,13,12,12,11,12,6,17,18,11,19,-1,20,13,12,25,25,8,8,-1,2,-1,19,-1,16,N,CA
108531,180851,2013-09-17,0,F,11,0.9919,0.0038,564,1.1886,N,9,15,9,16,12,20,9,15,13,22,1,6,Y,E,7,14,5,14,4,12,1,4,3,20,P,18409,0,0,0,0,0,0,0,0,0,10,13,7,0,N,1,2,9,18,0,1,2,2,16,ZT,ZN,XW,ZQ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,14,19,-1,17,N,N,Y,0,H,1,0,1,-1,24,3,1,C,4,7,14,0,2,0,0,9,15,2,1,10,16,1.0,18,23,10,B,,N,K,Y,E,Y,2,N,N,N,11,13,23,25,18,19,5,4,9,7,-1,22,5,15,9,13,5,14,5,12,-1,25,4,10,8,13,4,10,-1,17,9,11,7,16,2,17,-1,7,23,24,23,25,-1,20,-1,20,-1,12,10,4,10,5,5,5,13,6,10,17,11,16,17,24,1,1,8,13,4,3,15,20,10,17,19,24,6,14,17,24,22,25,12,21,24,24,14,20,11,15,22,23,11,19,21,23,7,12,18,17,13,6,18,17,9,6,8,6,12,6,6,3,5,9,-1,22,14,15,6,4,23,25,-1,8,-1,21,-1,8,N,NJ
169117,281824,2013-09-20,0,B,23,0.9403,0.0006,965,1.02,N,4,4,4,4,3,3,4,4,13,22,13,23,T,D,6,12,3,9,5,17,0,5,5,24,V,33,0,0,1,1,0,0,0,0,0,-1,-1,6,1,N,1,3,-1,-1,0,5,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,20,23,-1,17,N,N,Y,0,O,0,0,1,-1,21,2,1,C,2,3,4,1,1,0,0,4,4,2,1,1,1,1.0,5,5,10,B,0.0,N,O,N,G,N,2,N,Y,N,4,3,4,8,7,4,7,7,12,12,-1,13,2,8,2,3,2,4,2,6,-1,25,2,8,2,4,2,4,-1,7,3,3,2,3,14,22,-1,23,3,6,5,12,-1,4,-1,15,-1,4,13,8,16,15,16,20,15,11,13,20,4,2,9,17,9,13,5,7,10,16,8,8,18,24,18,24,-1,-1,9,15,22,25,3,7,2,3,6,6,9,10,14,16,2,4,10,10,21,23,8,5,12,6,10,6,11,9,10,8,10,4,22,24,19,24,-1,23,12,10,11,12,9,9,-1,10,-1,16,-1,13,N,CA
